,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,,
186,willow,evermore,2020-12-11,1,0lx2cLdOt3piJbcaXIV74f,spotify:track:0lx2cLdOt3piJbcaXIV74f,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,78,214706,,
187,champagne problems,evermore,2020-12-11,2,0sY6ZUTh4yoctD8VIXz339,spotify:track:0sY6ZUTh4yoctD8VIXz339,0.92,0.462,0.24,0,0.113,-12.077,0.0377,171.319,0.32,79,244000,,
188,gold rush,evermore,2020-12-11,3,5BK0uqwY9DNfZ630STAEaq,spotify:track:5BK0uqwY9DNfZ630STAEaq,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,71,185320,,
189,‘tis the damn season,evermore,2020-12-11,4,7dW84mWkdWE5a6lFWxJCBG,spotify:track:7dW84mWkdWE5a6lFWxJCBG,0.735,0.575,0.434,6.59E-05,0.105,-8.193,0.0312,145.916,0.348,68,229840,,
190,tolerate it,evermore,2020-12-11,5,0PurA4JVJ8YQgSVopY8fn6,spotify:track:0PurA4JVJ8YQgSVopY8fn6,0.878,0.316,0.361,2.67E-05,0.0797,-10.381,0.0488,74.952,0.221,69,245440,,
191,"no body, no crime (feat. HAIM)",evermore,2020-12-11,6,3RaT22zZsxVYxxKR7TAaYF,spotify:track:3RaT22zZsxVYxxKR7TAaYF,0.418,0.546,0.613,0,0.103,-7.589,0.0264,79.015,0.535,68,215626,,
192,happiness,evermore,2020-12-11,7,73YUReisjb3A9ActdLLjJQ,spotify:track:73YUReisjb3A9ActdLLjJQ,0.87,0.559,0.334,0,0.114,-10.733,0.0376,122.079,0.211,66,315146,,
193,dorothea,evermore,2020-12-11,8,670fUmXf4KQekzbEgaXyPA,spotify:track:670fUmXf4KQekzbEgaXyPA,0.696,0.605,0.488,0,0.129,-8.322,0.0264,119.966,0.354,63,225880,,
194,coney island (feat. The National),evermore,2020-12-11,9,3k7ne7VmH43ZPWxPdvPUgR,spotify:track:3k7ne7VmH43ZPWxPdvPUgR,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,64,275320,,
195,ivy,evermore,2020-12-11,10,19CSr8rwW05VJL2F91KFNK,spotify:track:19CSr8rwW05VJL2F91KFNK,0.855,0.515,0.545,1.97E-05,0.0921,-9.277,0.0353,88.856,0.535,68,260440,,
196,cowboy like me,evermore,2020-12-11,11,1XjHRolIXL2M1EEOUsGGR4,spotify:track:1XjHRolIXL2M1EEOUsGGR4,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,66,275040,,
197,long story short,evermore,2020-12-11,12,2o2sgVJIgFXk8GQjWTgI6U,spotify:track:2o2sgVJIgFXk8GQjWTgI6U,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,65,215920,,
198,marjorie,evermore,2020-12-11,13,12ntTeqEeTg7GAVpe8Mhpl,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,64,257773,,
199,closure,evermore,2020-12-11,14,35rdVq36LMHQX0Suw9a6tK,spotify:track:35rdVq36LMHQX0Suw9a6tK,0.835,0.689,0.704,4.83E-06,0.134,-10.813,0.245,151.884,0.92,61,180653,,
200,evermore (feat. Bon Iver),evermore,2020-12-11,15,3O5osWf1rSoKMwe6E9ZaXP,spotify:track:3O5osWf1rSoKMwe6E9ZaXP,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,66,304106,,
231,the 1,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,1,0P9wLFurlgumLXuqFEpw52,spotify:track:0P9wLFurlgumLXuqFEpw52,0.75,0.78,0.361,7.14E-06,0.108,-6.942,0.048,139.902,0.163,50,210240,,
232,cardigan,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,2,7zcnlq38eqNWyUF6eNaB5Z,spotify:track:7zcnlq38eqNWyUF6eNaB5Z,0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,0.534,53,239560,,
233,the last great american dynasty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,3,4ojxSyrEraN7d46BMBPThZ,spotify:track:4ojxSyrEraN7d46BMBPThZ,0.481,0.688,0.653,0.00414,0.106,-8.558,0.0403,147.991,0.701,48,231000,,
234,exile (feat. Bon Iver),folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,4,6kz2hkq1xQvDqPcUyBkw8f,spotify:track:6kz2hkq1xQvDqPcUyBkw8f,0.761,0.31,0.374,2.46E-05,0.11,-8.464,0.0275,75.938,0.16,51,285640,,
235,my tears ricochet,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,5,0Oju1YcbPCJuUQQWoZNdJK,spotify:track:0Oju1YcbPCJuUQQWoZNdJK,0.814,0.456,0.265,0,0.0679,-10.663,0.0328,129.947,0.112,49,255893,,
236,mirrorball,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,6,5jQyGzcwqAxwT5QUIMivoX,spotify:track:5jQyGzcwqAxwT5QUIMivoX,0.686,0.549,0.417,1.90E-06,0.0604,-10.064,0.035,110.137,0.347,49,208973,,
237,seven,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,7,2vJ7QvyCiR4DaHxwO58izA,spotify:track:2vJ7QvyCiR4DaHxwO58izA,0.888,0.602,0.494,2.59E-05,0.0902,-10.813,0.0277,94.955,0.374,47,208906,,
238,august,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,8,1UHoF9p75IVsvUt6WdTYhn,spotify:track:1UHoF9p75IVsvUt6WdTYhn,0.553,0.387,0.634,6.93E-05,0.0931,-9.222,0.0363,89.567,0.42,50,261920,,
239,this is me trying,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,9,5DnDBYrfGoxdnomqEAkFIv,spotify:track:5DnDBYrfGoxdnomqEAkFIv,0.312,0.511,0.478,2.30E-05,0.147,-9.837,0.0322,135.882,0.408,48,195106,,
240,illicit affairs,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,10,7CVTowKpGPA2MsIbkTl2oc,spotify:track:7CVTowKpGPA2MsIbkTl2oc,0.862,0.529,0.304,0,0.108,-10.567,0.0356,119.58,0.44,47,190893,,
241,invisible string,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,11,4WHIqhrbdva5vQSrCuet3l,spotify:track:4WHIqhrbdva5vQSrCuet3l,0.859,0.651,0.459,6.63E-05,0.105,-11.128,0.0507,83.455,0.454,47,252880,,
242,mad woman,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,12,7klXN6RCN5Rj0VeYO5gBzU,spotify:track:7klXN6RCN5Rj0VeYO5gBzU,0.67,0.593,0.7,6.77E-06,0.116,-9.016,0.0492,141.898,0.451,45,237266,,
243,epiphany,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,13,5MFjHn1qfR9AsWuyzJLk1z,spotify:track:5MFjHn1qfR9AsWuyzJLk1z,0.727,0.317,0.254,0.000326,0.0867,-13.679,0.0286,93.933,0.103,44,289746,,
244,betty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,14,2jhfs6moEAK13eLM6xim4l,spotify:track:2jhfs6moEAK13eLM6xim4l,0.589,0.595,0.376,0,0.0989,-8.767,0.0256,95.946,0.476,46,294520,,
245,peace,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,15,0O9i6jhscByEJs1ipy5hu4,spotify:track:0O9i6jhscByEJs1ipy5hu4,0.916,0.644,0.284,1.50E-05,0.0909,-12.879,0.0821,150.072,0.328,44,234000,,
246,hoax,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,16,4XCYmu7QLySdIahgBALKJK,spotify:track:4XCYmu7QLySdIahgBALKJK,0.964,0.676,0.178,7.90E-06,0.135,-15.01,0.0394,118.84,0.404,44,220040,,
247,the lakes - bonus track,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,17,0zEprKYeuGOIZoHyu6O1E2,spotify:track:0zEprKYeuGOIZoHyu6O1E2,0.842,0.313,0.258,1.30E-06,0.0948,-11.532,0.0383,179.947,0.268,46,211813,,
316,the 1,folklore (deluxe version),2020-08-17,1,5WWzC95Mqp3OYgJCHwjHdY,spotify:track:5WWzC95Mqp3OYgJCHwjHdY,0.764,0.765,0.348,1.01E-05,0.108,-6.963,0.0579,140.016,0.171,34,210251,,
317,cardigan,folklore (deluxe version),2020-08-17,2,1PybBpkSEB46GS1TF9n3e3,spotify:track:1PybBpkSEB46GS1TF9n3e3,0.537,0.613,0.581,0.000345,0.25,-8.588,0.0424,130.033,0.551,33,239560,,
318,the last great american dynasty,folklore (deluxe version),2020-08-17,3,1oyvfXXSKGurQV68wZq8aK,spotify:track:1oyvfXXSKGurQV68wZq8aK,0.473,0.684,0.661,0.00215,0.109,-8.507,0.0407,147.909,0.713,33,230999,,
319,exile (feat. Bon Iver),folklore (deluxe version),2020-08-17,4,160aOpD0QnQdUHBbWbojTx,spotify:track:160aOpD0QnQdUHBbWbojTx,0.778,0.298,0.38,5.62E-05,0.11,-8.426,0.0287,75.602,0.152,30,285634,,
320,my tears ricochet,folklore (deluxe version),2020-08-17,5,4Ue1tL32N8J4Y2WhcAWlgk,spotify:track:4Ue1tL32N8J4Y2WhcAWlgk,0.806,0.469,0.263,0,0.0749,-10.63,0.0329,129.86,0.112,30,255893,,
321,mirrorball,folklore (deluxe version),2020-08-17,6,3zBBJ6LVn8Y9JnDrnPxvMC,spotify:track:3zBBJ6LVn8Y9JnDrnPxvMC,0.687,0.553,0.413,2.33E-06,0.0594,-10.037,0.0334,110.107,0.379,32,208977,,
322,seven,folklore (deluxe version),2020-08-17,7,55FiXQZgp3NChLYhYC1rnj,spotify:track:55FiXQZgp3NChLYhYC1rnj,0.9,0.596,0.488,2.70E-05,0.091,-10.769,0.0274,94.922,0.415,29,208906,,
323,august,folklore (deluxe version),2020-08-17,8,5jkmNosiv4Tt9JRP8JqT59,spotify:track:5jkmNosiv4Tt9JRP8JqT59,0.538,0.532,0.623,7.28E-05,0.0925,-9.208,0.0331,89.937,0.403,30,261922,,
324,this is me trying,folklore (deluxe version),2020-08-17,9,5LRDGLySkHo4G0l32jU2cB,spotify:track:5LRDGLySkHo4G0l32jU2cB,0.314,0.515,0.476,4.74E-05,0.171,-9.843,0.0328,135.886,0.412,32,195097,,
325,illicit affairs,folklore (deluxe version),2020-08-17,10,2gmCOqKc5sc72rtRnhrbKa,spotify:track:2gmCOqKc5sc72rtRnhrbKa,0.881,0.559,0.31,0,0.106,-10.445,0.0338,119.845,0.46,30,190898,,
326,invisible string,folklore (deluxe version),2020-08-17,11,2Uoesc7DCQIE58OECSTYtF,spotify:track:2Uoesc7DCQIE58OECSTYtF,0.838,0.653,0.452,7.73E-05,0.108,-11.143,0.055,83.433,0.45,29,252880,,
327,mad woman,folklore (deluxe version),2020-08-17,12,3EPwQ6nq2dQEeoRqnm1boe,spotify:track:3EPwQ6nq2dQEeoRqnm1boe,0.649,0.596,0.709,9.92E-06,0.114,-8.938,0.0431,141.978,0.533,27,237258,,
328,epiphany,folklore (deluxe version),2020-08-17,13,0b7rims1HOMhXJVCly981N,spotify:track:0b7rims1HOMhXJVCly981N,0.731,0.175,0.267,0.000402,0.0858,-13.69,0.0302,94.203,0.106,27,289749,,
329,betty,folklore (deluxe version),2020-08-17,14,7w0hHA41usBpo8isfAtl1g,spotify:track:7w0hHA41usBpo8isfAtl1g,0.544,0.59,0.379,0,0.0983,-8.717,0.0255,96.029,0.467,31,294521,,
330,peace,folklore (deluxe version),2020-08-17,15,3YT3zOo7VgAlvW1yOUMXDg,spotify:track:3YT3zOo7VgAlvW1yOUMXDg,0.918,0.651,0.269,2.17E-05,0.0918,-12.912,0.0983,150.033,0.334,30,234000,,
331,hoax,folklore (deluxe version),2020-08-17,16,6S5C2Cdmzn9bxlmLQYoXyU,spotify:track:6S5C2Cdmzn9bxlmLQYoXyU,0.966,0.662,0.181,3.86E-06,0.133,-15.065,0.0415,118.819,0.429,27,220042,,
332,the lakes - bonus track,folklore (deluxe version),2020-08-17,17,5dwQhzeE8LXpl9sbZJZmQS,spotify:track:5dwQhzeE8LXpl9sbZJZmQS,0.85,0.509,0.262,1.68E-06,0.0851,-11.531,0.0311,89.846,0.287,60,211798,,
333,the 1,folklore,2020-07-24,1,0Jlcvv8IykzHaSmj49uNW8,spotify:track:0Jlcvv8IykzHaSmj49uNW8,0.757,0.777,0.357,7.28E-06,0.108,-6.942,0.0522,139.883,0.172,76,210251,,
334,cardigan,folklore,2020-07-24,2,4R2kfaDFhslZEMJqAFNpdd,spotify:track:4R2kfaDFhslZEMJqAFNpdd,0.537,0.613,0.581,0.000345,0.25,-8.588,0.0424,130.033,0.551,84,239560,,
335,the last great american dynasty,folklore,2020-07-24,3,2Eeur20xVqfUoM3Q7EFPFt,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,0.467,0.686,0.662,0.0023,0.109,-8.505,0.0413,147.922,0.706,70,230999,,
336,exile (feat. Bon Iver),folklore,2020-07-24,4,4pvb0WLRcMtbPGmtejJJ6y,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,0.778,0.298,0.38,5.62E-05,0.11,-8.426,0.0287,75.602,0.152,79,285634,,
337,my tears ricochet,folklore,2020-07-24,5,1MgV7FIyNxIG7WzMRJV5HC,spotify:track:1MgV7FIyNxIG7WzMRJV5HC,0.806,0.456,0.263,0,0.0749,-10.63,0.0332,129.86,0.111,76,255893,,
338,mirrorball,folklore,2020-07-24,6,0ZNU020wNYvgW84iljPkPP,spotify:track:0ZNU020wNYvgW84iljPkPP,0.687,0.553,0.413,2.33E-06,0.0594,-10.037,0.0334,110.107,0.379,76,208977,,
339,seven,folklore,2020-07-24,7,6KJqZcs9XDgVck7Lg9QOTC,spotify:track:6KJqZcs9XDgVck7Lg9QOTC,0.9,0.596,0.488,2.70E-05,0.091,-10.769,0.0274,94.926,0.415,70,208906,,
340,august,folklore,2020-07-24,8,3hUxzQpSfdDqwM3ZTFQY0K,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,0.538,0.532,0.623,7.28E-05,0.0925,-9.208,0.0331,89.937,0.403,84,261922,,
341,this is me trying,folklore,2020-07-24,9,7kt9e9LFSpN1zQtYEl19o1,spotify:track:7kt9e9LFSpN1zQtYEl19o1,0.314,0.515,0.476,4.74E-05,0.171,-9.843,0.0328,135.886,0.412,75,195097,,
342,illicit affairs,folklore,2020-07-24,10,2NmsngXHeC1GQ9wWrzhOMf,spotify:track:2NmsngXHeC1GQ9wWrzhOMf,0.881,0.559,0.31,0,0.106,-10.445,0.0338,119.845,0.46,73,190898,,
343,invisible string,folklore,2020-07-24,11,6VsvKPJ4xjVNKpI8VVZ3SV,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV,0.838,0.653,0.452,7.73E-05,0.108,-11.143,0.055,83.433,0.45,71,252880,,
344,mad woman,folklore,2020-07-24,12,2QDyYdZyhlP2fp79KZX8Bi,spotify:track:2QDyYdZyhlP2fp79KZX8Bi,0.655,0.592,0.699,1.68E-05,0.114,-8.995,0.0471,141.916,0.506,66,237258,,
345,epiphany,folklore,2020-07-24,13,08fa9LFcFBTcilB3iq2e2A,spotify:track:08fa9LFcFBTcilB3iq2e2A,0.731,0.354,0.267,0.000402,0.0858,-13.69,0.0281,94.219,0.113,65,289749,,
346,betty,folklore,2020-07-24,14,5kI4eCXXzyuIUXjQra0Cxi,spotify:track:5kI4eCXXzyuIUXjQra0Cxi,0.6,0.593,0.377,0,0.0976,-8.761,0.0253,95.939,0.502,71,294521,,
347,peace,folklore,2020-07-24,15,7MbT4I8qGntX4fMdqMQgke,spotify:track:7MbT4I8qGntX4fMdqMQgke,0.918,0.647,0.272,1.73E-05,0.0918,-12.906,0.0916,150.044,0.339,67,234000,,
348,hoax,folklore,2020-07-24,16,6MWoRt97mnSTXZhu3ggi9C,spotify:track:6MWoRt97mnSTXZhu3ggi9C,0.966,0.662,0.181,3.86E-06,0.133,-15.065,0.0415,118.819,0.429,66,220042,,
365,I Forgot That You Existed,Lover,2019-08-23,1,43rA71bccXFGD4C8GOpIlN,spotify:track:43rA71bccXFGD4C8GOpIlN,0.298,0.664,0.316,2.03E-06,0.0812,-10.345,0.519,92.875,0.541,72,170640,,
366,Cruel Summer,Lover,2019-08-23,2,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,0.117,0.552,0.702,2.06E-05,0.105,-5.707,0.157,169.994,0.564,84,178426,,
367,Lover,Lover,2019-08-23,3,1dGr1c8CrMLDpV6mPbImSI,spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.492,0.359,0.543,1.58E-05,0.118,-7.582,0.0919,68.534,0.453,85,221306,,
368,The Man,Lover,2019-08-23,4,3RauEVgRgj1IuWdJ9fDs70,spotify:track:3RauEVgRgj1IuWdJ9fDs70,0.0767,0.777,0.658,0,0.0901,-5.191,0.054,110.048,0.633,79,190360,,
369,The Archer,Lover,2019-08-23,5,3pHkh7d0lzM2AldUtz2x37,spotify:track:3pHkh7d0lzM2AldUtz2x37,0.12,0.292,0.574,0.00569,0.0663,-9.375,0.0401,124.344,0.166,72,211240,,
370,I Think He Knows,Lover,2019-08-23,6,2YWtcWi3a83pdEg3Gif4Pd,spotify:track:2YWtcWi3a83pdEg3Gif4Pd,0.00889,0.897,0.366,0.000353,0.0715,-8.029,0.0569,100.003,0.416,73,173386,,
371,Miss Americana & The Heartbreak Prince,Lover,2019-08-23,7,214nt20w5wOxJnY462klLw,spotify:track:214nt20w5wOxJnY462klLw,0.028,0.662,0.747,0.00615,0.138,-6.926,0.0736,150.088,0.487,72,234146,,
372,Paper Rings,Lover,2019-08-23,8,4y5bvROuBDPr5fuwXbIBZR,spotify:track:4y5bvROuBDPr5fuwXbIBZR,0.0129,0.811,0.719,1.36E-05,0.0742,-6.553,0.0497,103.979,0.865,82,222400,,
373,Cornelia Street,Lover,2019-08-23,9,12M5uqx0ZuwkpLp5rJim1a,spotify:track:12M5uqx0ZuwkpLp5rJim1a,0.781,0.824,0.624,0.000189,0.1,-9.728,0.0827,102.012,0.248,74,287266,,
374,Death By A Thousand Cuts,Lover,2019-08-23,10,2dgFqt3w9xIQRjhPtwNk3D,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,0.454,0.712,0.732,0,0.319,-6.754,0.0629,94.071,0.313,74,198533,,
375,London Boy,Lover,2019-08-23,11,1LLXZFeAHK9R4xUramtUKw,spotify:track:1LLXZFeAHK9R4xUramtUKw,0.0246,0.695,0.71,0.000104,0.133,-6.639,0.05,157.925,0.557,74,190240,,
376,Soon You’ll Get Better (feat. The Chicks),Lover,2019-08-23,12,4AYtqFyFbX0Xkc2wtcygTr,spotify:track:4AYtqFyFbX0Xkc2wtcygTr,0.907,0.433,0.182,0,0.123,-12.566,0.0641,207.476,0.421,67,201586,,
377,False God,Lover,2019-08-23,13,5hQSXkFgbxjZo9uCwd11so,spotify:track:5hQSXkFgbxjZo9uCwd11so,0.736,0.739,0.32,0.000147,0.111,-10.862,0.239,79.97,0.351,72,200306,,
378,You Need To Calm Down,Lover,2019-08-23,14,6RRNNciQGZEXnqk8SQ9yv5,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.00929,0.771,0.671,0,0.0637,-5.617,0.0553,85.026,0.714,77,171360,,
379,Afterglow,Lover,2019-08-23,15,1SymEzIT3H8UZfibCs3TYi,spotify:track:1SymEzIT3H8UZfibCs3TYi,0.13,0.756,0.449,0,0.114,-8.746,0.0344,111.011,0.399,77,223293,,
380,ME! (feat. Brendon Urie of Panic! At The Disco),Lover,2019-08-23,16,2Rk4JlNc2TPmZe2af99d45,spotify:track:2Rk4JlNc2TPmZe2af99d45,0.033,0.61,0.83,0,0.118,-4.105,0.0571,182.162,0.728,76,193000,,
381,It’s Nice To Have A Friend,Lover,2019-08-23,17,1SmiQ65iSAbPto6gPFlBYm,spotify:track:1SmiQ65iSAbPto6gPFlBYm,0.971,0.737,0.175,0.000337,0.171,-9.912,0.0401,70.008,0.545,68,150440,,
382,Daylight,Lover,2019-08-23,18,1fzAuUVbzlhZ1lJAx9PtY6,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,0.808,0.557,0.496,0.000173,0.0772,-9.602,0.0563,149.983,0.265,75,293453,,
383,...Ready For It? - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,1,4twNUyTpLMPWokYmCdFDCH,spotify:track:4twNUyTpLMPWokYmCdFDCH,0.0155,0.606,0.814,0.264,0.193,-8.128,0.0716,160.004,0.191,22,207173,,
384,End Game - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,2,4cag67C3v9ToeFivUwDUsE,spotify:track:4cag67C3v9ToeFivUwDUsE,0.000908,0.746,0.528,0.443,0.0713,-6.304,0.0449,159.043,0.0719,16,243826,,
385,I Did Something Bad - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,3,2hecdut2HWM5JMHqLTWThq,spotify:track:2hecdut2HWM5JMHqLTWThq,0.169,0.756,0.517,0.158,0.0588,-7.517,0.194,83.01,0.178,19,238253,,
386,Don't Blame Me - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,4,5JtXBqKLdfzwedmlUjjqAm,spotify:track:5JtXBqKLdfzwedmlUjjqAm,0.211,0.55,0.456,0.532,0.0291,-7.122,0.038,135.843,0.0764,28,236413,,
387,Delicate - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,5,5Iadj8IBPrt634WW0yGPRI,spotify:track:5Iadj8IBPrt634WW0yGPRI,0.249,0.714,0.332,0.148,0.0649,-12.043,0.0505,94.999,0.0429,20,232253,,
388,Look What You Made Me Do - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,6,1zz0XSmHCFd57ne04UAp38,spotify:track:1zz0XSmHCFd57ne04UAp38,0.0228,0.764,0.373,0.224,0.112,-9.283,0.0546,127.966,0.0709,23,211200,,
389,So It Goes... - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,7,5oJUjUsBZcqyEhOdpif37h,spotify:track:5oJUjUsBZcqyEhOdpif37h,0.072,0.256,0.53,0.284,0.202,-10.173,0.045,76.84,0.25,15,227906,,
390,Gorgeous - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,8,3ZHTwJzCNDFvjLpVQiqpH6,spotify:track:3ZHTwJzCNDFvjLpVQiqpH6,0.036,0.76,0.462,0.467,0.266,-7.646,0.0484,92.03,0.335,18,209680,,
391,Getaway Car - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,9,7bdyzcQ0onk60hfsxDCd2X,spotify:track:7bdyzcQ0onk60hfsxDCd2X,0.00515,0.497,0.682,0.768,0.0923,-8.663,0.043,172.06,0.158,20,233626,,
392,King Of My Heart - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,10,5EsfyTD26nlVQ0DtYo16uJ,spotify:track:5EsfyTD26nlVQ0DtYo16uJ,0.00256,0.64,0.622,0.00328,0.038,-9.626,0.0324,110.028,0.145,16,214333,,
393,Dancing With Our Hands Tied - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,11,3ZfvKQxJp4zZshiJsRPoD1,spotify:track:3ZfvKQxJp4zZshiJsRPoD1,0.0844,0.426,0.529,0.0986,0.101,-7.953,0.17,75.958,0.217,19,211493,,
394,Dress - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,12,2k0w1FGqvzVPgQ9VdTaJpe,spotify:track:2k0w1FGqvzVPgQ9VdTaJpe,0.0348,0.682,0.457,0.0205,0.217,-11.087,0.0387,120.029,0.0383,16,230386,,
395,This Is Why We Can't Have Nice Things - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,13,0MtU9ETYyVX8YPBDCYPdMb,spotify:track:0MtU9ETYyVX8YPBDCYPdMb,0.00927,0.594,0.757,0.000236,0.401,-5.384,0.0572,163.948,0.214,18,205693,,
396,Call It What You Want - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,14,1VPHQriwOsy5aGHLwwZyho,spotify:track:1VPHQriwOsy5aGHLwwZyho,0.0943,0.594,0.454,0.705,0.755,-13.01,0.0401,164.028,0.139,18,202173,,
397,New Year's Day - Karaoke Version,Taylor Swift Karaoke: reputation,2018-03-09,15,13tYZVTtzLUJTlM7m1ivbi,spotify:track:13tYZVTtzLUJTlM7m1ivbi,0.944,0.452,0.0639,2.91E-05,0.137,-16.349,0.0471,94.963,0.0767,16,235506,,
398,...Ready For It?,reputation,2017-11-10,1,2yLa0QULdQr0qAIvVwN6B5,spotify:track:2yLa0QULdQr0qAIvVwN6B5,0.0527,0.613,0.764,0,0.197,-6.509,0.136,160.015,0.417,76,208186,,
399,End Game,reputation,2017-11-10,2,2x0WlnmfG39ZuDmstl9xfX,spotify:track:2x0WlnmfG39ZuDmstl9xfX,0.00845,0.649,0.589,0,0.108,-6.237,0.0558,159.073,0.151,74,244826,,
400,I Did Something Bad,reputation,2017-11-10,3,4svZDCRz4cJoneBpjpx8DJ,spotify:track:4svZDCRz4cJoneBpjpx8DJ,0.0679,0.696,0.602,2.11E-05,0.0696,-6.156,0.159,82.989,0.305,76,238253,,
401,Don’t Blame Me,reputation,2017-11-10,4,1R0a2iXumgCiFb7HEZ7gUE,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,0.106,0.615,0.534,1.76E-05,0.0607,-6.719,0.0386,135.917,0.193,87,236413,,
402,Delicate,reputation,2017-11-10,5,6NFyWDv5CjfwuzoCkw47Xf,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,0.0499,79,232253,,
403,Look What You Made Me Do,reputation,2017-11-10,6,1P17dC1amhFzptugyAO7Il,spotify:track:1P17dC1amhFzptugyAO7Il,0.204,0.766,0.709,1.41E-05,0.126,-6.471,0.123,128.07,0.506,79,211853,,
404,So It Goes...,reputation,2017-11-10,7,5PxFv9yJEg9dxvbZggykro,spotify:track:5PxFv9yJEg9dxvbZggykro,0.122,0.574,0.61,1.10E-06,0.13,-7.283,0.0732,74.957,0.374,69,227906,,
405,Gorgeous,reputation,2017-11-10,8,1ZY1PqizIl78geGM4xWlEA,spotify:track:1ZY1PqizIl78geGM4xWlEA,0.0713,0.8,0.535,9.48E-06,0.213,-6.684,0.135,92.027,0.451,79,209680,,
406,Getaway Car,reputation,2017-11-10,9,0VE4kBnHJUgtMf0dy6DRmW,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,0.00465,0.562,0.689,2.23E-06,0.0888,-6.745,0.127,172.054,0.351,80,233626,,
407,King Of My Heart,reputation,2017-11-10,10,7HuBDWi18s4aJM8UFnNheH,spotify:track:7HuBDWi18s4aJM8UFnNheH,0.00882,0.675,0.703,2.21E-06,0.0391,-7.902,0.0382,110.01,0.314,73,214320,,
408,Dancing With Our Hands Tied,reputation,2017-11-10,11,7I7JbDv63ZJJsSi24DyJrz,spotify:track:7I7JbDv63ZJJsSi24DyJrz,0.0604,0.624,0.691,1.10E-05,0.138,-6.686,0.196,160.024,0.284,72,211506,,
409,Dress,reputation,2017-11-10,12,6oVxXO5oQ4pTpO8RSnkzvv,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,0.0329,0.719,0.469,0,0.169,-8.792,0.0533,120.085,0.0851,74,230373,,
